scientificName,decimalLatitude,decimalLongitude,eventDate,taxonRank,kingdom,phylum,class,order,family,genus,species,recordedBy,coordinateUncertaintyInMeters,source,district
Lonicera japonica,-12.113444761,-77.030906491,2026-01-17,NA,Plantae,NA,NA,NA,NA,NA,NA,davitejon,537,iNaturalist,MIRAFLORES
Schinus terebinthifolia,-12.1269842134,-77.0338147517,2026-01-17,NA,Plantae,NA,NA,NA,NA,NA,NA,davitejon,425,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1271471667,-77.0364138333,2025-06-18,NA,Plantae,NA,NA,NA,NA,NA,NA,julio_campis,6,iNaturalist,MIRAFLORES
Schinus terebinthifolia,-12.1216555,-77.0300666667,2025-06-18,NA,Plantae,NA,NA,NA,NA,NA,NA,julio_campis,12,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1184607182,-77.0453730226,2011-06-10,NA,Plantae,NA,NA,NA,NA,NA,NA,tomnatprairie,74,iNaturalist,MIRAFLORES
Agave cordillerensis,-12.1327578053,-77.0296695464,2025-12-19,NA,Plantae,NA,NA,NA,NA,NA,NA,cfoxwhelpton,11,iNaturalist,MIRAFLORES
Asclepias curassavica,-12.1190419153,-77.0392052829,2025-12-13,NA,Plantae,NA,NA,NA,NA,NA,NA,ciclolibres,28,iNaturalist,MIRAFLORES
Araucaria bidwillii,-12.1221111667,-77.0296861667,2025-12-06,NA,Plantae,NA,NA,NA,NA,NA,NA,campc,23,iNaturalist,MIRAFLORES
Myoporum laetum,-12.1268433035,-77.0364699115,2025-09-09,NA,Plantae,NA,NA,NA,NA,NA,NA,tbonsack,4,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1168583333,-77.0480195,2025-11-12,NA,Plantae,NA,NA,NA,NA,NA,NA,andre_ambrozio,22,iNaturalist,MIRAFLORES
Lonicera japonica,-12.1354833333,-77.0246222222,2025-11-12,NA,Plantae,NA,NA,NA,NA,NA,NA,ellky,NA,iNaturalist,MIRAFLORES
Heliotropium curassavicum,-12.1301128669,-77.0354801976,2025-11-05,NA,Plantae,NA,NA,NA,NA,NA,NA,clarissarodd,21,iNaturalist,MIRAFLORES
Ipomoea indica,-12.115166818,-77.0491729196,2011-11-30,NA,Plantae,NA,NA,NA,NA,NA,NA,russellbarrett,117,iNaturalist,MIRAFLORES
Medicago lupulina,-12.1135182217,-77.0406008251,2025-10-27,NA,Plantae,NA,NA,NA,NA,NA,NA,exceedfinch,13,iNaturalist,MIRAFLORES
Taraxacum officinale,-12.1135775003,-77.040747108,2025-10-27,NA,Plantae,NA,NA,NA,NA,NA,NA,shadowash,18,iNaturalist,MIRAFLORES
Agave attenuata,-12.1325311661,-77.0258255005,2025-10-19,NA,Plantae,NA,NA,NA,NA,NA,NA,cdfleischer,5,iNaturalist,MIRAFLORES
Myoporum laetum,-12.1211169,-77.0432332,2025-10-16,NA,Plantae,NA,NA,NA,NA,NA,NA,angel457,NA,iNaturalist,MIRAFLORES
Veronica persica,-12.1211326411,-77.0119577274,2019-01-01,NA,Plantae,NA,NA,NA,NA,NA,NA,gabedelatorre,316,iNaturalist,MIRAFLORES
Asclepias curassavica,-12.1196670368,-77.0096828789,2019-04-09,NA,Plantae,NA,NA,NA,NA,NA,NA,gabedelatorre,92,iNaturalist,MIRAFLORES
Pouteria lucuma,-12.1100327186,-77.0338182338,2025-10-03,NA,Plantae,NA,NA,NA,NA,NA,NA,avazqu0898,21,iNaturalist,MIRAFLORES
Bougainvillea glabra,-12.1301376773,-77.0339129493,2025-09-23,NA,Plantae,NA,NA,NA,NA,NA,NA,lehuart,6,iNaturalist,MIRAFLORES
Asclepias curassavica,-12.122486,-77.0313539,2025-09-21,NA,Plantae,NA,NA,NA,NA,NA,NA,catalinatong,3945,iNaturalist,MIRAFLORES
Ipomoea cairica,-12.121297991,-77.0399286167,2025-09-05,NA,Plantae,NA,NA,NA,NA,NA,NA,santiago_adolfo,17,iNaturalist,MIRAFLORES
Lonicera japonica,-12.1380220909,-77.0272931813,2025-09-01,NA,Plantae,NA,NA,NA,NA,NA,NA,msmnificent,23,iNaturalist,MIRAFLORES
Duranta erecta,-12.124325,-77.0381166667,2025-08-05,NA,Plantae,NA,NA,NA,NA,NA,NA,jeffbirdswatching,14,iNaturalist,MIRAFLORES
Calodendrum capense,-12.118743446,-77.0447025142,2025-07-29,NA,Plantae,NA,NA,NA,NA,NA,NA,nadia_ponce,32,iNaturalist,MIRAFLORES
Ipomoea cairica,-12.1358257997,-77.0253454,2025-07-28,NA,Plantae,NA,NA,NA,NA,NA,NA,ealdana_geo,NA,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1271416667,-77.0361111667,2025-07-22,NA,Plantae,NA,NA,NA,NA,NA,NA,nhallancia,80,iNaturalist,MIRAFLORES
Sphagneticola trilobata,-12.1271695,-77.0364388333,2025-07-22,NA,Plantae,NA,NA,NA,NA,NA,NA,nhallancia,26,iNaturalist,MIRAFLORES
Mesembryanthemum cordifolium,-12.1212756997,-77.0437108997,2025-07-20,NA,Plantae,NA,NA,NA,NA,NA,NA,ludwigia_badensis,NA,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1215144,-77.0441962997,2025-07-20,NA,Plantae,NA,NA,NA,NA,NA,NA,ludwigia_badensis,NA,iNaturalist,MIRAFLORES
Schinus terebinthifolia,-12.12665918,-77.03668556,2025-07-16,NA,Plantae,NA,NA,NA,NA,NA,NA,kantrim,4,iNaturalist,MIRAFLORES
Oxalis corniculata,-12.1243333333,-77.0329444444,2025-05-07,NA,Plantae,NA,NA,NA,NA,NA,NA,martine_lapointe,NA,iNaturalist,MIRAFLORES
Ipomoea indica,-12.1212091446,-77.044128418,2025-06-18,NA,Plantae,NA,NA,NA,NA,NA,NA,yasline,1154,iNaturalist,MIRAFLORES
Melaleuca viminalis,-12.1220321655,-77.0309906006,2025-06-17,NA,Plantae,NA,NA,NA,NA,NA,NA,yasline,23,iNaturalist,MIRAFLORES
Duranta erecta,-12.130065918,-77.032989502,2025-06-15,NA,Plantae,NA,NA,NA,NA,NA,NA,bsanchez1,30,iNaturalist,MIRAFLORES
Sphagneticola trilobata,-12.1301450729,-77.0334320068,2025-06-15,NA,Plantae,NA,NA,NA,NA,NA,NA,bsanchez1,66,iNaturalist,MIRAFLORES
Sphagneticola trilobata,-12.1347982818,-77.0282408393,2025-06-15,NA,Plantae,NA,NA,NA,NA,NA,NA,mike_dalen,13,iNaturalist,MIRAFLORES
